provider,model_label,prompt_id,family,start_iteration,end_iteration_with_family,iterations_with_family,additional_iterations_to_repair,unique_exact_signatures,unique_template_signatures,has_exact_recurrence,has_template_recurrence,adjacent_exact_overlap,adjacent_template_overlap,start_end_exact_overlap,start_end_template_overlap,persistence_mode
anthropic,Anthropic Claude Sonnet 4.6,35,parsing-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
anthropic,Anthropic Claude Sonnet 4.6,48,parsing-error,1,1,1,1,2,1,False,False,False,False,True,True,family_only_churn
anthropic,Anthropic Claude Sonnet 4.6,48,connector-related-features,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
anthropic,Anthropic Claude Sonnet 4.6,48,reference-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
anthropic,Anthropic Claude Sonnet 4.6,52,parsing-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
anthropic,Anthropic Claude Sonnet 4.6,63,feature-value-overriding,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
anthropic,Anthropic Claude Sonnet 4.6,68,parsing-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
anthropic,Anthropic Claude Sonnet 4.6,74,parsing-error,1,2,2,2,1,1,True,True,True,True,True,True,same_exact_error_recurs
anthropic,Anthropic Claude Sonnet 4.6,77,parsing-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
anthropic,Anthropic Claude Sonnet 4.6,91,parsing-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
anthropic,Anthropic Claude Sonnet 4.6,94,parsing-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
anthropic,Anthropic Claude Sonnet 4.6,95,parsing-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
anthropic,Anthropic Claude Sonnet 4.6,96,parsing-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
anthropic,Anthropic Claude Sonnet 4.6,100,feature-value-overriding,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
anthropic,Anthropic Claude Sonnet 4.6,102,parsing-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
anthropic,Anthropic Claude Sonnet 4.6,104,parsing-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
anthropic,Anthropic Claude Sonnet 4.6,107,parsing-error,1,1,1,1,2,1,False,False,False,False,True,True,family_only_churn
anthropic,Anthropic Claude Sonnet 4.6,109,parsing-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
anthropic,Anthropic Claude Sonnet 4.6,114,parsing-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
anthropic,Anthropic Claude Sonnet 4.6,116,parsing-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
anthropic,Anthropic Claude Sonnet 4.6,120,parsing-error,1,2,2,2,2,1,True,True,True,True,True,True,same_exact_error_recurs
anthropic,Anthropic Claude Sonnet 4.6,121,parsing-error,1,1,1,1,2,2,False,False,False,False,True,True,family_only_churn
anthropic,Anthropic Claude Sonnet 4.6,121,parsing-error,3,6,4,4,4,3,True,True,True,True,True,True,same_exact_error_recurs
anthropic,Anthropic Claude Sonnet 4.6,121,reference-error,1,1,1,1,27,2,False,False,False,False,True,True,family_only_churn
anthropic,Anthropic Claude Sonnet 4.6,121,reference-error,5,5,1,1,23,2,False,False,False,False,True,True,family_only_churn
anthropic,Anthropic Claude Sonnet 4.6,121,internal-error,2,3,2,2,1,1,True,True,True,True,True,True,same_exact_error_recurs
anthropic,Anthropic Claude Sonnet 4.6,134,parsing-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
anthropic,Anthropic Claude Sonnet 4.6,137,feature-value-overriding,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
anthropic,Anthropic Claude Sonnet 4.6,141,parsing-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
anthropic,Anthropic Claude Sonnet 4.6,146,type-error,1,1,1,1,10,10,False,False,False,False,True,True,family_only_churn
anthropic,Anthropic Claude Sonnet 4.6,146,reference-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
anthropic,Anthropic Claude Sonnet 4.6,147,parsing-error,1,1,1,1,3,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,1,parsing-error,1,1,1,1,3,2,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,1,reference-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,5,parsing-error,1,2,2,2,3,2,False,True,False,True,False,True,same_error_template_recurs
deepseek_reasoner,DeepSeek Reasoner,5,reference-error,1,2,2,2,1,1,True,True,True,True,True,True,same_exact_error_recurs
deepseek_reasoner,DeepSeek Reasoner,6,parsing-error,1,1,1,1,2,2,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,6,reference-error,1,3,3,3,10,2,True,True,True,True,True,True,same_exact_error_recurs
deepseek_reasoner,DeepSeek Reasoner,9,parsing-error,1,1,1,1,8,4,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,9,feature-crossing-specialization,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,9,reference-error,1,1,1,1,3,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,10,parsing-error,1,1,1,1,2,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,11,parsing-error,1,1,1,1,3,2,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,11,feature-chaining-feature-not-one,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,14,parsing-error,1,1,1,1,3,2,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,14,feature-chaining-feature-not-one,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,15,parsing-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,15,reference-error,1,1,1,1,2,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,16,parsing-error,1,1,1,1,3,2,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,16,feature-chaining-feature-not-one,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,17,parsing-error,1,1,1,1,3,2,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,17,feature-chaining-feature-not-one,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,18,parsing-error,1,1,1,1,2,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,21,parsing-error,1,2,2,2,4,3,False,False,False,False,False,False,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,27,parsing-error,1,2,2,2,4,3,True,True,True,True,True,True,same_exact_error_recurs
deepseek_reasoner,DeepSeek Reasoner,30,parsing-error,1,2,2,2,5,3,True,True,True,True,True,True,same_exact_error_recurs
deepseek_reasoner,DeepSeek Reasoner,32,parsing-error,1,1,1,1,2,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,32,reference-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,34,parsing-error,1,4,4,4,11,5,True,True,False,True,True,True,same_exact_error_recurs
deepseek_reasoner,DeepSeek Reasoner,34,parameter-membership-owning-type,4,4,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,34,attribute-usage-features,4,4,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,34,reference-error,4,4,1,1,6,2,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,35,parsing-error,1,1,1,1,3,2,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,36,parsing-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,38,parsing-error,1,1,1,1,2,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,39,parsing-error,1,1,1,1,4,2,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,39,reference-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,41,parsing-error,1,1,1,1,3,2,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,41,reference-error,1,2,2,2,2,2,True,True,True,True,True,True,same_exact_error_recurs
deepseek_reasoner,DeepSeek Reasoner,43,parsing-error,1,1,1,1,2,2,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,43,reference-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,44,parsing-error,1,1,1,1,2,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,46,parsing-error,1,3,3,3,4,2,True,True,True,True,True,True,same_exact_error_recurs
deepseek_reasoner,DeepSeek Reasoner,46,connector-related-features,1,3,3,3,1,1,True,True,True,True,True,True,same_exact_error_recurs
deepseek_reasoner,DeepSeek Reasoner,46,feature-chaining-feature-not-one,1,3,3,3,1,1,True,True,True,True,True,True,same_exact_error_recurs
deepseek_reasoner,DeepSeek Reasoner,47,parsing-error,1,1,1,1,3,2,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,47,connector-related-features,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,47,feature-chaining-feature-not-one,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,48,parsing-error,1,3,3,3,3,1,True,True,True,True,True,True,same_exact_error_recurs
deepseek_reasoner,DeepSeek Reasoner,48,connector-related-features,1,3,3,3,1,1,True,True,True,True,True,True,same_exact_error_recurs
deepseek_reasoner,DeepSeek Reasoner,48,reference-error,1,3,3,3,1,1,True,True,True,True,True,True,same_exact_error_recurs
deepseek_reasoner,DeepSeek Reasoner,51,parsing-error,1,1,1,1,2,2,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,51,reference-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,52,parsing-error,1,1,1,1,2,2,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,52,feature-reference-expression-referent-is-feature,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,53,parsing-error,1,1,1,1,2,2,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,53,reference-error,1,1,1,1,2,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,55,invocation-expression-instantiated-type,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,55,reference-error,1,1,1,1,6,2,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,56,invocation-expression-instantiated-type,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,56,reference-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,58,parsing-error,1,1,1,1,2,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,69,parsing-error,1,2,2,2,6,3,False,True,False,True,False,True,same_error_template_recurs
deepseek_reasoner,DeepSeek Reasoner,69,reference-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,70,parsing-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,70,reference-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,73,parsing-error,1,3,3,3,6,3,False,True,False,True,False,False,same_error_template_recurs
deepseek_reasoner,DeepSeek Reasoner,74,parsing-error,1,3,3,3,3,3,True,True,True,True,True,True,same_exact_error_recurs
deepseek_reasoner,DeepSeek Reasoner,76,parsing-error,1,1,1,1,2,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,77,parsing-error,1,1,1,1,3,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,77,reference-error,1,1,1,1,10,2,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,78,parsing-error,1,1,1,1,2,2,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,79,parsing-error,1,2,2,2,5,3,True,True,True,True,True,True,same_exact_error_recurs
deepseek_reasoner,DeepSeek Reasoner,80,parsing-error,1,1,1,1,3,2,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,80,reference-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,81,parsing-error,1,1,1,1,2,2,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,85,reference-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,87,parsing-error,1,1,1,1,2,2,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,87,reference-error,1,1,1,1,2,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,88,parsing-error,1,2,2,2,4,3,True,True,True,True,True,True,same_exact_error_recurs
deepseek_reasoner,DeepSeek Reasoner,88,feature-chaining-feature-not-one,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,88,type-error,1,2,2,2,2,2,True,True,True,True,True,True,same_exact_error_recurs
deepseek_reasoner,DeepSeek Reasoner,88,reference-error,1,1,1,1,6,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,89,parsing-error,1,4,4,4,8,4,True,True,True,True,False,True,same_exact_error_recurs
deepseek_reasoner,DeepSeek Reasoner,90,parsing-error,1,1,1,1,4,3,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,90,reference-error,1,1,1,1,2,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,91,parsing-error,1,2,2,2,3,2,True,True,True,True,True,True,same_exact_error_recurs
deepseek_reasoner,DeepSeek Reasoner,92,parsing-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,93,parsing-error,1,2,2,2,10,3,True,True,True,True,True,True,same_exact_error_recurs
deepseek_reasoner,DeepSeek Reasoner,93,reference-error,1,3,3,3,4,1,True,True,True,True,True,True,same_exact_error_recurs
deepseek_reasoner,DeepSeek Reasoner,94,parsing-error,1,2,2,2,6,3,True,True,True,True,True,True,same_exact_error_recurs
deepseek_reasoner,DeepSeek Reasoner,94,reference-error,1,2,2,2,3,2,True,True,True,True,True,True,same_exact_error_recurs
deepseek_reasoner,DeepSeek Reasoner,95,parsing-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,95,reference-error,1,1,1,1,3,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,96,parsing-error,1,2,2,2,1,1,True,True,True,True,True,True,same_exact_error_recurs
deepseek_reasoner,DeepSeek Reasoner,96,reference-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,96,class-specialization,3,3,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,97,parsing-error,1,1,1,1,2,2,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,97,reference-error,1,1,1,1,3,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,100,reference-error,1,1,1,1,2,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,104,parsing-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,105,parsing-error,1,3,3,3,6,3,True,True,True,True,True,True,same_exact_error_recurs
deepseek_reasoner,DeepSeek Reasoner,106,parsing-error,1,2,2,2,3,1,True,True,True,True,True,True,same_exact_error_recurs
deepseek_reasoner,DeepSeek Reasoner,107,parsing-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,108,parsing-error,1,3,3,3,1,1,True,True,True,True,True,True,same_exact_error_recurs
deepseek_reasoner,DeepSeek Reasoner,108,reference-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,109,parsing-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,112,parsing-error,1,1,1,1,2,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,113,parsing-error,1,1,1,1,2,2,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,113,reference-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,114,parsing-error,1,2,2,2,3,2,True,True,True,True,True,True,same_exact_error_recurs
deepseek_reasoner,DeepSeek Reasoner,115,reference-error,1,1,1,1,3,3,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,116,parsing-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,119,parsing-error,1,3,3,3,3,3,True,True,True,True,True,True,same_exact_error_recurs
deepseek_reasoner,DeepSeek Reasoner,121,parsing-error,1,2,2,2,4,3,True,True,True,True,True,True,same_exact_error_recurs
deepseek_reasoner,DeepSeek Reasoner,121,reference-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,122,parsing-error,1,1,1,1,3,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,122,reference-error,1,1,1,1,6,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,124,parsing-error,1,1,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,125,parsing-error,1,1,1,1,2,2,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,125,reference-error,1,2,2,2,3,1,True,True,True,True,True,True,same_exact_error_recurs
deepseek_reasoner,DeepSeek Reasoner,129,reference-error,1,1,1,1,2,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,129,parsing-error,2,2,1,1,1,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,130,reference-error,1,1,1,1,2,1,False,False,False,False,True,True,family_only_churn
deepseek_reasoner,DeepSeek Reasoner,132,parsing-error,1,2,2,2,3,2,False,True,False,True,False,True,same_error_template_recurs
